TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,risk_score,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9
3000451,318528,294.66,R,13243,343,150,mastercard,243,debit,204,87,10,,outlook.com,,0.001,2,2,1,3,3,2,1,3,3,1,2,2,2,3,-18,1,1,1,0,1,1,2,0,0,1,,2,30,,T,T,T,T,F,F,F,T,F
3000452,1377027,356.2,C,2945,545,150,mastercard,245,debit,330,87,10,,hotmail.com,,0.145,2,2,2,3,2,4,2,4,2,1,1,3,2,1,-10,,,2,,2,0,1,14,0,7,,2,,14,T,T,T,T,T,T,T,T,T
3000453,706653,74.2,W,5387,487,150,discover,287,credit,191,87,10,,outlook.com,,0.269,1,2,2,4,4,1,2,1,4,3,2,4,2,4,7,2,7,2,1,30,,14,30,7,2,7,0,1,30,T,T,T,T,T,T,T,T,T
3000454,1441194,327.29,C,14950,550,150,visa,250,credit,204,87,10,,gmail.com,,0.125,2,3,3,1,3,1,3,2,2,1,1,3,2,1,0,,7,7,14,7,30,1,2,7,14,1,2,30,30,T,T,T,T,T,T,T,T,T
3000455,1102561,227.2,R,6024,124,150,mastercard,224,debit,204,87,10,,aol.com,,0.126,2,4,3,1,3,1,2,3,4,3,4,3,1,3,-32,14,,,2,30,14,14,1,,30,14,1,,2,T,T,F,T,T,F,T,T,T
3000456,1608222,319.64,W,16657,257,150,discover,257,debit,330,87,10,,outlook.com,,0.061,2,2,2,3,1,1,2,3,4,2,3,4,2,4,0,14,,2,1,30,0,0,,1,,1,1,2,0,T,T,T,T,T,T,T,T,T
3000457,6654300,319.46,H,6734,334,150,mastercard,234,debit,299,87,10,,outlook.com,,0.012,4,3,1,1,2,1,1,1,2,2,3,2,2,2,18,2,,7,0,0,14,1,7,,0,30,0,7,0,F,T,F,T,T,T,F,T,T
3000458,5529586,34.16,H,16119,219,150,amex,219,debit,330,87,10,,outlook.com,,0.042,1,3,2,4,2,2,3,4,1,4,4,2,2,1,44,,1,,7,0,0,30,,14,2,2,30,0,7,F,T,T,T,T,T,T,T,T
3000459,5356709,360.01,H,16201,301,150,amex,201,credit,204,87,10,,outlook.com,,0.015,1,4,1,1,4,2,2,3,2,1,2,3,2,4,49,2,,2,0,,7,1,1,2,2,7,,2,,T,T,T,T,T,F,T,T,F
3000460,6427092,190.48,W,13737,337,150,mastercard,237,debit,299,87,10,,hotmail.com,,0.13,4,3,1,1,1,3,2,3,3,4,3,2,1,4,40,2,1,2,,14,14,0,,,0,14,,1,7,T,T,T,T,T,T,T,F,T
3000461,5684491,119.53,H,15929,529,150,mastercard,229,credit,204,87,10,,aol.com,,0.159,1,3,3,1,3,1,1,2,4,4,2,1,1,3,9,0,30,7,30,,,14,7,0,2,1,2,7,,T,T,T,T,T,T,T,T,T
3000462,10027184,106.6,C,12057,157,150,visa,257,debit,191,87,10,,hotmail.com,,0.188,2,2,4,4,4,3,1,1,4,4,3,2,3,1,61,7,,1,14,7,1,2,30,,1,30,14,30,14,T,T,T,F,T,T,T,T,T
3000463,4495954,301.92,R,16780,380,150,discover,280,credit,204,87,10,,hotmail.com,,0.003,1,4,4,2,2,1,1,4,2,1,4,2,2,1,1,14,,14,1,7,0,14,1,7,30,2,,1,,T,T,F,T,T,T,T,T,F
3000464,1818359,98.37,S,10566,166,150,discover,266,credit,299,87,10,,gmail.com,,0.504,1,4,2,1,3,4,2,1,3,3,2,3,2,3,-25,,1,,0,30,1,,,30,30,,30,0,7,T,T,T,T,T,T,F,T,T
3000465,5336197,346.81,R,14575,175,150,mastercard,275,debit,299,87,10,,gmail.com,,0.32,3,1,2,4,1,1,4,1,2,4,3,1,4,1,28,0,14,30,14,0,14,30,,,0,7,1,7,1,T,T,T,T,T,F,T,T,T
3000466,1709277,212.9,S,15996,596,150,discover,296,debit,330,87,10,,aol.com,,0.156,2,4,4,4,2,1,1,2,1,2,1,4,1,2,3,1,30,2,2,2,1,2,,14,7,30,30,1,30,T,T,T,F,T,F,T,T,T
3000467,10023169,50.86,C,16877,477,150,mastercard,277,credit,330,87,10,,yahoo.com,,0.348,4,4,1,2,4,4,1,2,3,2,4,3,2,3,66,2,2,1,30,,7,2,14,,0,30,14,,7,T,T,T,F,F,T,T,T,T
3000468,7518932,388.94,H,10122,222,150,mastercard,222,debit,330,87,10,,aol.com,,0.164,2,2,4,1,4,4,4,4,3,1,2,3,3,4,48,30,1,1,30,0,2,1,14,14,7,1,1,7,14,T,F,T,T,T,T,T,T,T
3000469,6645462,320.63,R,6056,156,150,mastercard,256,debit,191,87,10,,outlook.com,,0.141,3,2,1,3,2,2,1,2,2,4,1,1,1,1,57,2,0,30,30,30,7,7,1,,14,30,30,0,,T,T,T,T,T,T,F,T,T
3000470,9508424,350.87,S,8432,532,150,discover,232,credit,204,87,10,,yahoo.com,,0.06,4,3,2,2,3,1,3,2,1,2,2,3,2,1,61,7,7,7,14,,0,14,2,14,14,7,1,14,,T,F,T,T,T,T,T,T,F
3000471,7306099,172.87,H,2112,212,150,amex,212,debit,330,87,10,,yahoo.com,,0.158,3,2,3,4,3,1,2,3,2,1,2,4,3,4,79,0,0,7,7,7,1,30,1,0,7,2,0,1,7,T,F,T,T,T,T,T,T,T
3000472,537616,284.1,S,6876,476,150,discover,276,credit,204,87,10,,aol.com,,0.158,1,3,4,4,1,4,4,2,2,3,1,1,4,4,1,0,,,14,0,,7,30,0,30,14,,,2,T,T,T,F,T,T,T,T,T
3000473,7365818,348.27,R,8828,428,150,visa,228,credit,191,87,10,,yahoo.com,,0.11,4,3,3,4,3,2,1,4,1,4,4,1,1,3,70,14,1,,,0,30,2,2,2,0,14,2,0,,T,F,T,T,T,F,T,T,T
3000474,1997873,325.62,W,5902,502,150,amex,202,debit,299,87,10,,aol.com,,0.123,4,1,2,4,3,2,3,1,4,3,4,2,2,2,-34,30,7,1,1,0,1,14,7,2,2,,0,14,14,T,T,T,T,F,T,T,T,T
3000475,6130470,356.58,W,4036,136,150,visa,236,debit,299,87,10,,yahoo.com,,0.133,4,1,3,4,2,2,1,3,2,4,1,4,4,3,12,30,2,2,7,30,30,,0,,14,30,30,,1,T,T,F,T,T,T,T,T,T
3000476,1008568,305.27,R,7445,545,150,discover,245,debit,191,87,10,,gmail.com,,0.233,2,3,4,1,3,2,1,2,4,1,3,1,2,3,9,,14,7,0,1,7,14,7,0,2,,0,7,1,T,T,T,T,T,T,T,T,T
3000477,4839496,160.97,W,8821,421,150,mastercard,221,debit,191,87,10,,hotmail.com,,0.252,2,3,2,1,3,3,2,2,4,3,4,3,2,1,34,30,,1,7,0,0,14,30,14,7,0,1,,7,T,T,T,F,T,F,F,T,T
3000478,10406702,271.4,R,17154,254,150,visa,254,debit,330,87,10,,aol.com,,0.257,4,3,3,2,3,3,3,4,4,2,2,3,2,1,67,14,7,0,2,30,7,7,0,1,,7,0,,7,T,F,T,T,T,T,T,T,F
3000479,3982642,159.07,C,7446,546,150,visa,246,credit,204,87,10,,gmail.com,,0.12,2,2,3,3,1,2,2,3,3,4,3,1,4,3,39,30,2,1,0,30,,2,30,7,14,0,2,30,7,T,T,T,F,T,F,T,T,T
3000480,8551477,374.31,S,3619,219,150,amex,219,credit,191,87,10,,outlook.com,,0.185,3,4,4,1,3,4,1,2,2,4,4,1,3,2,86,0,,30,0,14,1,1,0,14,2,7,7,1,1,T,T,T,T,T,T,T,T,T
3000481,7768728,285.47,C,5707,307,150,discover,207,debit,191,87,10,,hotmail.com,,0.192,3,2,4,4,2,2,2,3,2,1,2,2,2,1,71,0,2,30,0,0,7,14,1,1,,,1,14,2,T,T,T,T,T,T,T,T,T
3000482,9601423,144.74,R,11521,121,150,visa,221,debit,330,87,10,,yahoo.com,,0.327,4,3,2,2,2,2,4,2,2,4,4,4,4,2,111,0,7,30,14,30,0,7,7,2,30,7,0,,7,T,F,T,T,T,T,F,T,T
3000483,8126527,263.32,W,3779,379,150,visa,279,credit,299,87,10,,outlook.com,,0.176,2,1,1,2,4,2,3,4,3,4,1,3,4,3,47,14,7,30,14,1,0,14,1,14,30,,14,30,7,T,T,T,T,T,T,T,T,T
3000484,9409601,320.05,R,10102,202,150,discover,202,credit,191,87,10,,gmail.com,,0.052,2,2,2,2,3,4,1,2,1,2,1,1,3,3,100,2,1,2,0,0,30,0,1,30,7,7,30,30,1,T,T,T,T,T,T,T,T,T
3000485,5568944,85.6,R,10967,567,150,discover,267,debit,191,87,10,,outlook.com,,0.281,3,3,1,4,1,4,1,2,3,3,4,3,4,3,52,0,,30,2,14,7,30,7,14,2,14,,,7,T,T,F,T,T,T,T,T,T
3000486,167782,346.07,H,8911,511,150,amex,211,credit,299,87,10,,yahoo.com,,0.041,3,4,4,3,3,4,4,3,3,3,4,3,1,2,-50,7,7,2,0,0,0,7,14,7,2,14,,,7,T,F,T,F,T,T,T,T,F
3000487,3290735,155.82,R,5351,451,150,mastercard,251,debit,204,87,10,,yahoo.com,,0.054,4,4,1,2,3,4,1,1,4,1,2,4,2,1,-8,2,,2,1,1,14,30,7,0,1,0,,30,2,T,T,T,F,T,T,T,F,T
3000488,9238013,200.74,H,3169,269,150,visa,269,credit,191,87,10,,yahoo.com,,0.207,2,3,4,4,3,1,3,4,2,3,1,3,1,2,92,7,0,1,30,14,2,2,1,30,,,,0,,T,T,T,T,T,T,T,F,T
3000489,10178326,248.18,R,12592,192,150,amex,292,debit,204,87,10,,outlook.com,,0.159,3,1,4,3,2,2,1,2,3,4,3,1,4,2,69,30,,1,1,7,0,30,30,2,30,14,7,30,14,T,T,F,F,T,T,T,T,T
3000490,4728588,131.16,S,16048,148,150,amex,248,debit,299,87,10,,gmail.com,,0.043,1,4,2,3,2,4,3,3,3,4,1,4,2,2,40,7,30,1,1,30,7,0,7,14,14,14,0,1,1,T,T,T,T,T,T,T,T,T
3000491,488152,140.22,S,2855,455,150,amex,255,credit,191,87,10,,gmail.com,,0.119,2,1,1,4,2,4,1,3,1,3,4,1,3,3,-23,14,,30,30,7,1,7,,14,1,14,2,14,14,T,T,T,T,T,T,F,T,T
3000492,9610788,384.6,H,1748,348,150,visa,248,debit,191,87,10,,gmail.com,,0.363,2,4,1,2,1,4,1,4,4,1,1,1,4,2,69,7,,1,14,14,1,7,14,14,1,1,2,30,14,T,T,T,T,T,T,T,T,T
3000493,7383818,250.84,R,15308,408,150,discover,208,debit,204,87,10,,outlook.com,,0.115,4,4,2,1,2,2,1,3,3,3,1,3,4,1,68,1,30,0,14,7,14,14,30,30,1,14,2,30,,T,T,T,T,T,T,T,T,T
3000494,4213928,224.21,W,11196,296,150,visa,296,debit,204,87,10,,hotmail.com,,0.16,4,4,1,3,4,1,1,4,4,4,1,2,2,3,-10,,30,2,2,7,14,2,2,7,7,14,,2,0,F,T,T,T,T,T,T,T,T
3000495,9127477,295.74,W,8598,198,150,amex,298,credit,204,87,10,,outlook.com,,0.059,2,2,4,2,1,4,2,1,2,1,3,3,3,2,89,1,1,1,2,0,7,,30,2,0,14,2,30,30,T,T,T,T,T,T,T,T,T
3000496,8950195,29.11,H,15183,283,150,visa,283,credit,299,87,10,,hotmail.com,,0.195,3,1,4,1,4,1,3,1,2,2,1,1,4,1,58,,2,0,1,,,2,,2,30,7,7,30,0,T,T,T,T,T,T,T,T,T
3000497,7753412,328.13,C,7664,264,150,visa,264,credit,299,87,10,,aol.com,,0.104,2,1,2,4,4,4,4,1,4,4,4,4,1,1,46,2,30,7,1,2,1,,0,1,,,,1,1,T,T,T,T,T,F,T,T,T
3000498,3104441,243.59,W,8214,314,150,visa,214,credit,204,87,10,,yahoo.com,,0.34,2,3,3,4,1,3,3,1,2,2,2,3,1,4,20,,7,2,7,2,1,,,7,,0,0,14,7,T,T,T,T,T,T,F,T,T
3000499,4262197,45.26,H,5202,302,150,mastercard,202,credit,330,87,10,,hotmail.com,,0.022,1,2,3,3,1,2,3,3,3,4,4,2,2,2,44,0,2,7,,1,1,0,2,2,2,7,30,30,30,T,T,T,T,T,T,T,T,F
3000500,3359255,335.19,C,16800,400,150,amex,200,debit,330,87,10,,gmail.com,,0.049,3,3,2,4,4,4,4,1,2,1,3,1,1,1,11,30,14,7,1,0,2,1,14,0,2,0,0,2,1,F,T,T,T,T,T,T,T,T
3000501,1983546,59.48,S,14518,118,150,visa,218,debit,204,87,10,,aol.com,,0.193,4,2,2,1,3,3,2,2,1,4,1,1,2,2,12,1,14,7,,2,30,30,2,30,0,30,2,,1,T,F,T,T,T,T,T,T,F
3000502,1161115,319.54,W,4131,231,150,mastercard,231,debit,191,87,10,,outlook.com,,0.018,2,2,2,2,3,1,1,3,2,2,2,2,1,3,-3,1,30,0,0,30,30,14,,0,,0,0,,1,T,F,F,T,T,T,F,T,T
3000503,2581081,58.39,C,7850,450,150,discover,250,credit,191,87,10,,gmail.com,,0.16,3,4,4,1,2,3,4,4,2,3,2,1,3,2,-11,,7,30,30,7,30,,,1,2,30,14,14,30,T,T,T,T,T,T,T,T,T
3000504,9275215,155.36,W,16463,563,150,amex,263,debit,330,87,10,,yahoo.com,,0.224,1,4,4,3,1,3,4,3,2,2,4,3,2,3,63,,2,,7,7,30,2,30,1,2,1,14,14,30,T,T,T,T,T,F,T,T,T
3000505,1551872,354.66,C,14360,460,150,discover,260,credit,299,87,10,,hotmail.com,,0.073,2,2,3,3,2,3,4,3,4,2,1,4,1,4,-25,14,1,2,14,7,14,30,1,14,14,,,14,,T,T,T,T,T,T,F,T,T
3000506,2767830,208.9,C,1957,557,150,visa,257,debit,191,87,10,,yahoo.com,,0.034,4,3,2,1,2,1,3,4,2,3,4,4,2,3,7,2,,1,30,14,,30,1,7,,30,2,2,,T,T,T,T,F,F,T,T,T
3000507,9428075,397.52,H,17568,168,150,visa,268,debit,330,87,10,,aol.com,,0.283,4,1,2,3,1,1,4,2,3,1,1,2,2,2,103,2,1,7,30,7,,7,30,,1,30,2,14,,T,T,T,T,T,T,T,T,T
3000508,1044936,382.91,H,9693,293,150,visa,293,debit,191,87,10,,aol.com,,0.26,1,3,2,1,2,4,4,1,4,1,1,1,2,3,-8,0,,,1,2,14,30,2,2,14,2,1,0,1,T,F,T,T,F,F,T,T,T
3000509,8789386,57.58,H,11614,214,150,visa,214,debit,204,87,10,,yahoo.com,,0.135,1,3,1,1,2,4,3,3,2,4,1,2,4,4,99,14,2,7,7,2,,7,1,14,0,1,14,,0,T,T,F,T,T,T,T,T,T
3000510,3450165,388.84,H,17361,461,150,amex,261,debit,204,87,10,,aol.com,,0.101,4,4,2,4,1,4,3,3,3,2,3,2,4,3,-6,0,1,30,2,2,7,30,,0,30,7,14,14,14,T,T,T,F,T,F,T,F,T
3000511,4803174,249.71,S,12760,360,150,amex,260,credit,299,87,10,,gmail.com,,0.19,2,2,4,1,4,2,4,4,2,3,4,3,1,3,55,,0,7,0,30,0,0,2,,30,2,0,,1,F,F,T,T,T,T,T,T,T
3000512,5787371,383.17,H,13388,488,150,visa,288,credit,299,87,10,,hotmail.com,,0.136,1,4,2,2,1,4,4,2,2,1,1,3,2,2,57,1,14,1,1,1,14,1,2,0,14,2,7,2,,F,T,T,T,T,F,T,T,T
3000513,6816670,246.29,W,12728,328,150,amex,228,debit,330,87,10,,outlook.com,,0.244,3,4,2,2,2,1,4,3,1,3,4,1,4,2,59,1,14,0,,0,0,2,0,14,2,,30,2,1,T,F,T,T,T,T,T,F,T
3000514,8958724,129.38,C,14434,534,150,visa,234,debit,204,87,10,,yahoo.com,,0.169,4,1,2,1,2,4,3,2,4,1,3,3,3,3,103,,2,14,14,2,30,,0,14,,2,1,14,30,F,T,T,T,F,T,T,T,T
3000515,6390775,38.56,S,15087,187,150,discover,287,credit,191,87,10,,gmail.com,,0.074,2,4,4,1,2,4,1,3,1,2,3,2,1,3,24,7,30,7,14,14,1,30,14,,7,2,2,2,7,T,T,T,T,T,T,T,T,F
3000516,3629999,221.97,C,6909,509,150,amex,209,debit,299,87,10,,yahoo.com,,0.393,4,1,3,3,3,4,3,1,4,2,4,4,1,2,4,1,2,7,0,1,,1,1,30,1,14,,2,30,T,T,T,F,F,F,T,T,T
3000517,10397129,342.36,C,6940,540,150,visa,240,credit,191,87,10,,yahoo.com,,0.085,3,2,2,2,1,3,1,4,4,2,1,3,2,2,107,7,14,1,7,,,0,7,1,1,,2,,0,F,F,T,T,T,T,T,T,T
3000518,1199882,38.52,S,14696,296,150,amex,296,credit,299,87,10,,yahoo.com,,0.284,1,4,2,2,3,4,3,4,1,3,3,3,1,4,-1,14,,1,1,0,2,,,2,30,,1,1,30,T,T,T,T,T,F,T,T,T
3000519,8159340,338.39,W,15453,553,150,visa,253,credit,330,87,10,,hotmail.com,,0.047,2,4,4,1,2,1,2,1,3,4,1,4,1,1,42,1,1,0,30,0,7,7,30,14,30,7,0,7,30,T,T,T,T,T,T,T,T,T
3000520,2376748,113.51,C,15010,110,150,mastercard,210,credit,299,87,10,,outlook.com,,0.222,1,1,3,2,3,2,1,1,1,2,4,3,2,2,3,1,30,30,0,1,1,2,7,2,14,30,30,14,,T,T,T,T,T,T,T,T,T
3000521,1531550,306.89,H,7838,438,150,visa,238,credit,299,87,10,,outlook.com,,0.06,3,2,4,4,3,2,4,4,2,3,1,2,4,2,-13,2,2,1,,1,7,,2,30,7,2,,7,14,T,T,T,T,T,T,F,F,T
3000522,5933040,214.3,S,9525,125,150,discover,225,debit,191,87,10,,yahoo.com,,0.13,4,3,4,3,1,2,1,4,2,4,4,4,2,2,60,2,30,0,14,7,14,,1,2,30,2,,1,0,T,T,T,T,T,F,T,T,F
3000523,4924480,161.07,C,10868,468,150,discover,268,debit,330,87,10,,outlook.com,,0.218,3,1,3,1,4,1,2,2,2,1,3,4,2,2,25,7,30,30,1,30,0,14,30,30,2,2,0,30,7,T,T,T,T,T,T,T,T,T
3000524,224629,94.91,C,15590,190,150,amex,290,credit,299,87,10,,aol.com,,0.152,2,4,3,2,2,2,4,4,4,1,2,4,4,1,-33,1,7,0,,2,30,30,2,14,2,7,14,1,0,T,F,F,T,T,T,T,T,T
3000525,3184882,291.77,C,14739,339,150,amex,239,credit,330,87,10,,aol.com,,0.378,4,1,4,3,1,1,2,1,3,3,1,1,3,1,-4,1,0,2,7,7,14,2,0,30,1,,2,1,14,T,T,T,T,T,T,T,T,F
3000526,5787036,102.55,R,9992,592,150,discover,292,credit,191,87,10,,hotmail.com,,0.227,3,1,1,1,2,4,1,4,2,4,1,4,1,1,38,14,7,7,,14,7,0,0,14,14,7,,,7,T,F,F,T,F,T,T,T,T
3000527,7370110,80.74,R,7617,217,150,amex,217,debit,204,87,10,,hotmail.com,,0.372,3,2,2,2,3,2,4,4,2,1,4,4,3,1,30,30,2,14,,2,7,7,14,7,14,,1,0,,T,T,T,T,T,F,T,T,T
3000528,1795559,149.57,C,1211,311,150,mastercard,211,credit,191,87,10,,yahoo.com,,0.247,2,3,3,4,1,2,1,4,2,1,4,2,1,4,13,,1,14,,30,,1,7,,7,7,7,30,,T,T,T,T,T,T,T,T,T
3000529,10119671,75.64,R,15502,102,150,discover,202,debit,299,87,10,,yahoo.com,,0.213,4,1,4,1,4,3,4,3,4,4,4,4,3,1,72,14,30,30,7,14,,1,1,2,,2,0,0,14,T,T,T,T,F,T,T,T,T
3000530,10404903,379.09,H,6291,391,150,visa,291,credit,330,87,10,,yahoo.com,,0.17,1,3,3,4,2,4,1,1,3,4,1,1,3,1,95,30,0,0,0,7,30,,1,7,0,0,14,0,1,T,T,T,T,T,T,T,T,T
3000531,7464695,340.98,S,7846,446,150,visa,246,credit,299,87,10,,yahoo.com,,0.287,4,2,4,4,3,2,2,1,2,1,4,2,4,4,44,1,,14,1,2,7,14,2,2,,14,1,30,7,T,T,T,T,T,T,F,T,T
3000532,7479812,320.17,R,10967,567,150,mastercard,267,debit,204,87,10,,aol.com,,0.063,3,4,2,4,2,1,1,1,1,1,1,2,1,4,42,0,30,0,,2,,,14,0,1,14,30,1,2,F,T,T,T,T,F,T,T,F
3000533,3786471,354.7,W,3112,212,150,visa,212,debit,299,87,10,,gmail.com,,0.089,2,4,1,3,3,4,3,4,1,3,2,1,1,1,15,30,14,1,30,,30,1,0,,14,7,7,1,14,T,T,T,T,F,T,T,T,T
3000534,1567607,231.93,W,10509,109,150,discover,209,credit,330,87,10,,yahoo.com,,0.106,1,4,4,4,2,2,4,2,4,3,1,1,4,2,-18,7,1,14,1,1,7,7,7,7,14,,30,14,0,T,T,T,T,T,T,T,F,T
3000535,5095555,170.89,R,7380,480,150,visa,280,debit,299,87,10,,yahoo.com,,0.494,3,3,4,4,4,2,4,3,4,4,3,1,2,3,28,14,0,2,0,0,30,2,0,,7,0,,7,2,T,T,T,T,T,F,T,T,T
3000536,6402771,382.29,C,7175,275,150,amex,275,debit,330,87,10,,outlook.com,,0.037,1,2,3,3,2,4,4,3,4,1,2,1,2,2,43,0,0,30,1,2,30,0,0,30,14,7,,30,0,T,F,T,F,F,T,T,F,T
3000537,4577096,248.28,C,1752,352,150,mastercard,252,credit,299,87,10,,outlook.com,,0.195,2,4,4,2,3,4,3,2,4,3,1,3,4,1,6,30,,2,2,7,30,14,2,7,30,,7,2,0,T,T,T,F,T,F,T,T,T
3000538,8753699,157.52,R,17152,252,150,mastercard,252,credit,330,87,10,,hotmail.com,,0.211,2,3,2,3,4,2,4,4,2,4,4,3,3,2,91,0,,30,,7,7,2,14,7,0,14,14,2,1,T,T,F,T,T,T,T,T,T
3000539,8633564,233.12,R,14386,486,150,visa,286,debit,299,87,10,,outlook.com,,0.054,3,4,4,2,1,1,4,2,3,2,2,1,4,4,84,30,7,1,,14,2,2,30,,2,30,30,30,0,T,T,T,F,F,T,T,T,T
3000540,832874,72.33,S,1936,536,150,mastercard,236,credit,330,87,10,,gmail.com,,0.005,2,1,2,4,3,2,2,4,3,2,1,1,1,2,-26,30,2,14,0,2,,1,7,2,1,7,,2,1,T,T,T,T,T,T,T,T,F
3000541,10046409,326.33,S,13461,561,150,visa,261,debit,330,87,10,,outlook.com,,0.048,3,1,1,4,3,3,3,3,2,4,1,4,2,4,111,14,,0,7,7,1,1,7,2,7,0,,1,,T,T,T,T,T,T,T,T,T
3000542,4202666,293.27,C,16585,185,150,visa,285,credit,191,87,10,,hotmail.com,,0.303,2,1,4,2,1,2,3,1,4,4,1,3,3,1,34,2,30,14,,14,14,1,,1,30,30,30,7,7,T,T,T,T,T,T,T,T,T
3000543,2015421,126.55,S,4275,375,150,visa,275,debit,204,87,10,,hotmail.com,,0.177,2,2,1,2,3,2,4,3,3,4,4,4,2,1,11,30,2,2,14,0,30,2,30,2,1,0,14,,30,T,T,F,T,T,T,T,T,T
3000544,4919014,161.55,W,9150,250,150,discover,250,debit,204,87,10,,yahoo.com,,0.356,4,3,1,4,2,2,1,4,2,1,1,4,2,2,7,0,14,14,1,7,14,0,,2,7,1,30,7,7,T,T,T,T,F,F,T,T,T
3000545,3992344,234.65,H,1881,481,150,mastercard,281,debit,330,87,10,,hotmail.com,,0.093,2,4,2,4,1,2,3,3,1,2,3,4,4,4,2,1,30,,0,2,0,14,,30,,1,2,7,30,T,T,T,F,T,F,T,F,T
3000546,3451576,46.15,C,12402,502,150,visa,202,debit,299,87,10,,outlook.com,,0.024,2,3,4,1,1,3,2,2,1,1,2,2,3,2,-10,0,,14,30,1,30,30,0,,30,7,14,0,30,T,F,F,T,T,T,T,F,T
3000547,4666784,110.27,W,8283,383,150,amex,283,debit,191,87,10,,yahoo.com,,0.013,1,3,1,1,4,1,4,1,4,2,3,3,1,3,38,1,1,7,0,14,2,0,,0,,14,,0,14,T,T,T,T,T,T,T,T,F
3000548,4094818,375.2,H,10959,559,150,visa,259,credit,191,87,10,,yahoo.com,,0.079,2,4,2,3,4,1,2,4,4,4,2,1,3,3,1,1,7,0,1,14,,,14,7,30,2,,0,1,T,T,T,F,T,T,F,T,T
3000549,8150227,20.32,H,7710,310,150,mastercard,210,credit,191,87,10,,gmail.com,,0.205,3,4,1,3,4,3,4,4,4,1,2,4,2,1,46,2,14,1,7,30,14,30,1,7,30,1,30,,0,T,T,T,T,T,T,T,T,T
3000550,8313401,316.2,S,6935,535,150,visa,235,debit,204,87,10,,yahoo.com,,0.133,4,2,2,2,3,4,1,2,1,1,1,4,4,1,43,,7,2,30,7,14,14,30,,,30,14,30,2,T,F,T,T,F,T,F,T,T
3000551,6560517,190.54,C,10334,434,150,visa,234,debit,204,87,10,,outlook.com,,0.066,4,1,4,2,3,4,2,1,4,2,1,2,4,3,62,2,7,,1,30,,,7,0,7,14,2,14,7,T,T,T,T,T,T,T,T,T
3000552,875623,238.1,C,17617,217,150,mastercard,217,debit,204,87,10,,outlook.com,,0.088,1,4,2,2,4,1,2,1,4,3,3,1,1,3,-11,14,,0,1,7,30,1,14,2,30,2,2,14,,T,T,T,F,T,T,T,T,T
3000553,7744794,363.45,S,12198,298,150,amex,298,debit,204,87,10,,yahoo.com,,0.188,2,3,1,3,4,4,2,1,2,2,4,1,1,4,83,14,14,2,2,2,0,,1,30,,14,2,2,1,T,T,T,T,T,T,T,T,F
3000554,8646910,249.18,W,8131,231,150,discover,231,debit,191,87,10,,aol.com,,0.071,3,1,2,1,4,4,2,3,1,4,4,1,1,2,82,14,7,1,7,7,0,7,30,1,0,7,30,1,30,T,T,T,T,F,T,T,T,T
3000555,3473380,267.17,R,6906,506,150,amex,206,debit,204,87,10,,aol.com,,0.031,1,1,3,3,3,2,3,3,2,1,2,3,2,3,36,30,14,2,7,7,2,30,0,0,30,30,14,7,30,T,T,T,T,F,T,T,T,T
3000556,3111457,252.82,S,14648,248,150,amex,248,credit,330,87,10,,gmail.com,,0.006,1,1,2,4,1,1,1,2,3,4,3,3,2,2,26,30,1,1,7,7,30,7,7,14,30,7,14,1,,T,T,T,T,F,T,F,T,T
3000557,2662419,165.81,W,8658,258,150,discover,258,debit,299,87,10,,aol.com,,0.102,2,3,4,2,2,3,2,2,3,2,4,3,1,4,-16,14,2,30,0,14,7,,,2,,2,1,2,1,T,T,T,T,T,T,T,T,F
3000558,6929504,230.7,R,13573,173,150,amex,273,credit,204,87,10,,outlook.com,,0.128,4,1,2,4,4,3,3,2,3,1,4,4,3,1,72,7,0,,14,14,1,0,0,,14,,14,2,2,T,T,T,T,T,T,T,T,T
3000559,2455214,394.66,H,15920,520,150,visa,220,credit,191,87,10,,aol.com,,0.139,1,1,3,4,1,1,1,2,3,4,1,3,4,4,-15,2,7,7,30,2,0,30,2,0,14,30,14,7,0,T,T,T,T,T,F,T,T,T
3000560,6461380,144.51,R,15252,352,150,amex,252,debit,330,87,10,,gmail.com,,0.014,4,1,4,2,3,4,1,3,1,2,3,1,2,3,48,30,7,7,30,1,,7,,,2,14,,0,30,T,T,T,T,T,T,T,F,T
3000561,5873580,129.26,S,9171,271,150,discover,271,credit,204,87,10,,outlook.com,,0.157,1,2,1,3,3,2,4,4,3,4,4,1,2,4,51,7,1,0,1,30,7,1,2,2,30,2,1,30,14,T,T,T,T,F,T,T,T,T
3000562,8326460,108.4,S,13370,470,150,discover,270,credit,204,87,10,,yahoo.com,,0.349,3,3,4,4,4,2,4,2,4,2,4,4,3,1,53,14,14,14,7,,7,2,,7,,,2,14,2,T,T,T,F,T,T,F,T,T
3000563,3262655,290.89,C,8845,445,150,amex,245,debit,191,87,10,,outlook.com,,0.222,1,4,4,4,3,1,3,4,3,2,3,1,1,3,35,7,,1,30,,1,0,14,14,0,,0,30,30,T,T,T,T,T,T,T,T,T
